txn_id,value_date,narration,credit_paise,debit_paise,balance_paise
bank_000115,2026-05-09,IMPS/KKBKN00000000049/RAZORPAYSOFT,3494111,0,5202564024
bank_000116,2026-05-09,RAZORPAY SETTLEMENT CREDIT,2859204,0,5205423228
bank_000117,2026-05-11,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF HDFCN00000000060,82609854,0,5288033082
bank_000118,2026-05-11,UPI-RAZORPAY-HDFCN00000000248,49246968,0,5337280050
bank_000119,2026-05-12,MB:SBINN00000000098 RZPY SETTLEMENT,13580056,0,5350860106
bank_000120,2026-05-12,UPI-RAZORPAY-KKBKN00000000228,18021260,0,5368881366
bank_000121,2026-05-12,NEFT DR-VENDOR PAYMENT-DECCAN STEEL WORKS,0,13428233,5355453133
bank_000122,2026-05-13,BY TRANSFER-NEFT*HDFCN00000000122*RAZORPAY,108107169,0,5463560302
bank_000123,2026-05-14,CMS/UTIBN00000000026,56452690,0,5520012992
bank_000124,2026-05-14,BY TRANSFER-NEFT*UTIBN00000000030*RAZORPAY,6714091,0,5526727083
bank_000125,2026-05-14,UPI-RAZORPAY-ICICN00000000055,18205247,0,5544932330
bank_000126,2026-05-15,ACH C- RAZORPAY SOFTW UTIBN00000000027,10417629,0,5555349959
bank_000127,2026-05-15,BY TRANSFER-RAZORPAY SOFTW,33863919,0,5589213878
bank_000128,2026-05-15,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT SBINN00000000177,59953616,0,5649167494
bank_000129,2026-05-15,IMPS/SBINN00000000234/RAZORPAYSOFT,31452344,0,5680619838
bank_000130,2026-05-15,RTGS SBINN00000000265 RAZORPAY,76397038,0,5757016876
bank_000131,2026-05-16,BY TRANSFER-NEFT*HDFCN00000000021*RAZORPAY,63457461,0,5820474337
bank_000132,2026-05-16,NEFT CR-RAZORPAY SOFTWARE PVT LTD,25055440,0,5845529777
bank_000133,2026-05-16,NEFT CR-RAZORPAY SOFTWARE PVT LTD,30197126,0,5875726903
bank_000134,2026-05-16,NEFT CR-RAZORPAY SOFTWARE PVT LTD,30197126,0,5905924029
bank_000135,2026-05-17,RTGS SBINN00000000127 RAZORPAY,34393083,0,5940317112
bank_000136,2026-05-18,BY TRANSFER-NEFT*HDFCN00000000258*RAZORPAY,31351803,0,5971668915
bank_000137,2026-05-18,RAZORPAY SETTLEMENT CREDIT,6942143,0,5978611058
bank_000138,2026-05-19,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LT,14250338,0,5992861396
bank_000139,2026-05-19,MERCHANT SETTLEMENT CR,77135897,0,6069997293
bank_000140,2026-05-19,IMPS/ICICN00000000187/RAZORPAYSOFT,68422360,0,6138419653
bank_000141,2026-05-20,ACH C- RAZORPAY SOFTW SBINN00000000072,50474317,0,6188893970
bank_000142,2026-05-20,BY TRANSFER-NEFT*SBINN00000000175*RAZORPAY,37709836,0,6226603806
bank_000143,2026-05-20,TRF FROM RAZORPAY REF KKBKN00000000192,3044080,0,6229647886
bank_000144,2026-05-20,RAZORPAY SETTLEMENT CREDIT,59938612,0,6289586498
bank_000145,2026-05-20,NEFT-ICICN00000000259-RAZORPAY SOFTWARE,8488657,0,6298075155
bank_000146,2026-05-20,UPI-RAZORPAY-UTIBN00000000263,47752335,0,6345827490
bank_000147,2026-05-21,UPI-RAZORPAY-KKBKN00000000103,30944097,0,6376771587
bank_000148,2026-05-21,BY TRANSFER-NEFT*SBINN00000000181*RAZORPAY,60212924,0,6436984511
bank_000149,2026-05-21,CMS/ICICN00000000195,86097786,0,6523082297
bank_000150,2026-05-22,REV-NEFT SBINN00000000181,0,60212924,6462869373
bank_000151,2026-05-22,NEFT CR-SBINN00000000181-RAZORPAY SOFTWARE PRIVATE LIMITED,60212924,0,6523082297
bank_000152,2026-05-22,BANK CHARGES GST,0,9409943,6513672354
bank_000153,2026-05-23,IMPS/ICICN00000000080/RAZORPAYSOFT,41441482,0,6555113836
bank_000154,2026-05-23,ACH C- RAZORPAY SOFTW ICICN00000000144,53515522,0,6608629358
bank_000155,2026-05-23,MB:ICICN00000000266 RZPY SETTLEMENT,73546839,0,6682176197
bank_000156,2026-05-23,SALARY PAYOUT BATCH,0,18331427,6663844770
bank_000157,2026-05-24,RTGS KKBKN00000000050 RAZORPAY,51080332,0,6714925102
bank_000158,2026-05-24,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR UTIBN00000000056,52158809,0,6767083911
bank_000159,2026-05-25,ACH C- RAZORPAY SOFTW KKBKN00000000238,24219824,0,6791303735
bank_000160,2026-05-25,RAZORPAY SETTLEMENT CREDIT,12442479,0,6803746214
bank_000161,2026-05-26,CMS/SBINN00000000105,51914253,0,6855660467
bank_000162,2026-05-26,CMS/HDFCN00000000108,59616372,0,6915276839
bank_000163,2026-05-26,RAZORPAY SETTLEMENT CREDIT,28130693,0,6943407532
bank_000164,2026-05-26,REV-NEFT UTIBN00000000242,0,12442479,6930965053
bank_000165,2026-05-26,REPRESENTED NEFT UTIBN00000000242 RAZORPAY,12442479,0,6943407532
bank_000166,2026-05-27,UPI-RAZORPAY-SBINN00000000044,92554736,0,7035962268
bank_000167,2026-05-27,CMS/SBINN00000000069,70752437,0,7106714705
bank_000168,2026-05-29,RTGS HDFCN00000000110 RAZORPAY,26911954,0,7133626659
bank_000169,2026-05-29,RTGS ICICN00000000126 RAZORPAY,42064546,0,7175691205
bank_000170,2026-05-29,MB:HDFCN00000000155 RZPY SETTLEMENT,62502227,0,7238193432
bank_000171,2026-05-29,RAZORPAY SETTLEMENT CREDIT,67248352,0,7305441784
bank_000172,2026-05-30,BY TRANSFER-NEFT*UTIBN00000000064*RAZORPAY,84740124,0,7390181908
bank_000173,2026-05-30,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000084,99182233,0,7489364141
bank_000174,2026-05-30,MERCHANT PAYOUT RAZORPAY SOFTWARE PV,27921155,0,7517285296
bank_000175,2026-05-30,BY TRANSFER-NEFT*SBINN00000000131*RAZORPAY,60487335,0,7577772631
bank_000176,2026-05-30,CMS/UTIBN00000000220,9873866,0,7587646497
bank_000177,2026-05-30,REV-NEFT HDFCN00000000251,0,67248352,7520398145
bank_000178,2026-05-31,IMPS/KKBKN00000000076/RAZORPAYSOFT,81069081,0,7601467226
bank_000179,2026-05-31,REPRESENTED NEFT HDFCN00000000251 RAZORPAY,67248352,0,7668715578
bank_000180,2026-06-01,NEFT-HDFCN00000000100-RAZORPAY SOFTWARE PVT LTD,32599024,0,7701314602
bank_000181,2026-06-01,UPI-RAZORPAY-ICICN00000000141,7084604,0,7708399206
bank_000182,2026-06-01,BY TRANSFER-NEFT*SBINN00000000154*RAZ,53353648,0,7761752854
bank_000183,2026-06-01,BY TRANSFER-RAZORPAY SOFTW,68413789,0,7830166643
bank_000184,2026-06-01,NEFT CR-RAZORPAY SOFTWARE PVT LTD,71920405,0,7902087048
bank_000185,2026-06-01,NEFT CR-RAZORPAY SOFTWARE PVT LTD,71920405,0,7974007453
bank_000186,2026-06-02,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT KKBKN00000000006,36945363,0,8010952816
bank_000187,2026-06-02,NEFT CR-HDFCN00000000085-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,28307269,0,8039260085
bank_000188,2026-06-02,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT SBINN00000000158,47396762,0,8086656847
bank_000189,2026-06-02,REV-NEFT SBINN00000000168,0,68413789,8018243058
bank_000190,2026-06-02,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT ICICN00000000207,61673165,0,8079916223
bank_000191,2026-06-03,MB:KKBKN00000000090 RZPY SETTLEMENT,1843500,0,8081759723
bank_000192,2026-06-03,NEFT CR-SBINN00000000168-RAZORPAY SOFTWARE PRIVATE LIMITED,68413789,0,8150173512
bank_000193,2026-06-03,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF HDFCN00000000218,49827998,0,8200001510
bank_000194,2026-06-03,UPI-RAZORPAY-ICICN00000000222,33884097,0,8233885607
bank_000195,2026-06-03,MERCHANT SETTLEMENT CR,4476261,0,8238361868
bank_000196,2026-06-03,MERCHANT SETTLEMENT CR,4476261,0,8242838129
bank_000197,2026-06-04,ACH C- RAZORPAY SOFTW UTIBN0000000001,16404438,0,8259242567
bank_000198,2026-06-05,RTGS KKBKN00000000057 RAZORPAY,15367225,0,8274609792
bank_000199,2026-06-06,GATEWAY PAYOUT RAZORPAY,34519160,0,8309128952
bank_000200,2026-06-06,TRF FROM RAZORPAY REF UTIBN00000000046,63985163,0,8373114115
bank_000201,2026-06-07,MERCHANT SETTLEMENT CR,78377195,0,8451491310
bank_000202,2026-06-07,GATEWAY PAYOUT RAZORPAY,78377195,0,8529868505
bank_000203,2026-06-07,NEFT-UTIBN00000000184-RAZORPAY SOFTWARE PVT LTD,70604663,0,8600473168
bank_000204,2026-06-07,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR ICICN00000000256,48587780,0,8649060948
bank_000205,2026-06-08,BY TRANSFER-NEFT*UTIBN00000000133*RAZORPAY,79763316,0,8728824264
bank_000206,2026-06-09,ACH C- RAZORPAY SOFTW HDFCN00000000040,65665396,0,8794489660
bank_000207,2026-06-09,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR HDFCN00000000101,127482223,0,8921971883
bank_000208,2026-06-09,BY TRANSFER-RAZORPAY SOFTW,69581829,0,8991553712
bank_000209,2026-06-09,RTGS ICICN00000000261 RAZORPAY,36908727,0,9028462439
bank_000210,2026-06-10,CMS/SBINN00000000033,10264733,0,9038727172
bank_000211,2026-06-10,TRF FROM RAZORPAY REF KKBKN00000000224,46045056,0,9084772228
bank_000212,2026-06-10,NEFT-KKBKN00000000231-RAZORPAY SOFTWARE PVT LTD,66548347,0,9151320575
bank_000213,2026-06-10,REVERSAL RAZORPAY SETTLEMENT ICICN00000000261,0,36908727,9114411848
bank_000214,2026-06-10,NEFT CR-ICICN00000000261-RAZORPAY SOFTWARE PRIVATE LIMITED,36908727,0,9151320575
bank_000215,2026-06-11,CMS/ICICN00000000009,73771490,0,9225092065
bank_000216,2026-06-11,NEFT CR-UTIBN00000000017-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,16611632,0,9241703697
bank_000217,2026-06-11,NEFT CR-UTIBN00000000099-RAZORPAY SOF,15436482,0,9257140179
bank_000218,2026-06-12,RTGS KKBKN00000000083 RAZORPAY,66132029,0,9323272208
bank_000219,2026-06-12,TRF FROM RAZORPAY REF HDFCN00000000086,48816148,0,9372088356
bank_000220,2026-06-12,CMS/SBINN00000000161,19629291,0,9391717647
bank_000221,2026-06-13,BY TRANSFER-NEFT*SBINN00000000010*RAZORPAY,18537327,0,9410254974
bank_000222,2026-06-13,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF SBINN00000000146,53262250,0,9463517224
bank_000223,2026-06-13,GATEWAY PAYOUT RAZORPAY,73016714,0,9536533938
bank_000224,2026-06-13,CMS/UTIBN00000000204,91604087,0,9628138025
bank_000225,2026-06-14,MB:KKBKN00000000020 RZPY SETTLEMENT,22901407,0,9651039432
bank_000226,2026-06-14,MB:HDFCN00000000164 RZPY SETTLEMENT,9306829,0,9660346261
bank_000227,2026-06-14,NEFT CR-ICICN00000000236-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,28423658,0,9688769919
bank_000228,2026-06-15,CMS/SBINN00000000042,40721003,0,9729490922
bank_000229,2026-06-16,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT UTIBN00000000061,54696892,0,9784187814
bank_000230,2026-06-16,ACH C- RAZORPAY SOFTW SBINN00000000088,25416960,0,9809604774
bank_000231,2026-06-16,CMS/SBINN00000000189,117859404,0,9927464178
bank_000232,2026-06-16,SALARY PAYOUT BATCH,0,11693052,9915771126
bank_000233,2026-06-17,MB:ICICN00000000041 RZPY SETTLEMENT,46130109,0,9961901235
bank_000234,2026-06-17,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR HDFCN00000000113,57978454,0,10019879689
bank_000235,2026-06-17,BY TRANSFER-RAZORPAY SOFTW,7587291,0,10027466980
bank_000236,2026-06-18,TRF FROM RAZORPAY REF SBINN000000000,18690837,0,10046157817
bank_000237,2026-06-18,TRF FROM RAZORPAY REF KKBKN00000000035,48613049,0,10094770866
bank_000238,2026-06-19,IMPS/HDFCN00000000115/RAZORPAYSOFT,21198807,0,10115969673
bank_000239,2026-06-19,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT HDFCN00000000206,33768423,0,10149738096
bank_000240,2026-06-20,ACH C- RAZORPAY SOFTW HDFCN00000000116,1844712,0,10151582808
bank_000241,2026-06-20,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LT,63095085,0,10214677893
bank_000242,2026-06-20,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF UTIBN00000000268,108641355,0,10323319248
bank_000243,2026-06-21,MB:KKBKN00000000087 RZPY SETTLEMENT,37489161,0,10360808409
bank_000244,2026-06-21,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR KKBKN00000000129,23774659,0,10384583068
bank_000245,2026-06-21,TRF FROM RAZORPAY REF SBINN00000000198,53828263,0,10438411331
bank_000246,2026-06-21,NEFT CR-ICICN00000000246-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,29311449,0,10467722780
bank_000247,2026-06-21,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD,105835186,0,10573557966
bank_000248,2026-06-22,NEFT CR-RAZORPAY SOFTWARE PVT LTD,75565603,0,10649123569
bank_000249,2026-06-22,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT HDFCN00000000068,59562771,0,10708686340
bank_000250,2026-06-22,NEFT CR-UTIBN00000000091-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,57223840,0,10765910180
bank_000251,2026-06-22,NEFT CR-RAZORPAY SOFTWARE PVT LTD,9600226,0,10775510406
bank_000252,2026-06-22,BY TRANSFER-RAZORPAY SOFTW,9600226,0,10785110632
bank_000253,2026-06-22,IMPS/UTIBN00000000249/RAZORPAYSOFT,9287280,0,10794397912
bank_000254,2026-06-22,IMPS/SBINN00000000257/RAZORPAYSOFT,14541313,0,10808939225
bank_000255,2026-06-22,BY TRANSFER-RAZORPAY SOFTW,41665640,0,10850604865
bank_000256,2026-06-24,ACH C- RAZORPAY SOFTW ICICN00000000159,44667031,0,10895271896
bank_000257,2026-06-24,NEFT CR-UTIBN00000000215-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,38857559,0,10934129455
bank_000258,2026-06-24,GST PAYMENT CHALLAN,0,16091454,10918038001
bank_000259,2026-06-25,NEFT CR-SBINN00000000005-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,48957629,0,10966995630
bank_000260,2026-06-25,TRF FROM RAZORPAY REF SBINN00000000032,2876045,0,10969871675
bank_000261,2026-06-25,NEFT CR-KKBK0001234-TRIDENT PAPER MILLS-DIRECT PAYMENT,16296095,0,10986167770
bank_000262,2026-06-25,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF UTIBN00000000051,39522178,0,11025689948
bank_000263,2026-06-25,BY TRANSFER-RAZORPAY SOFTW,62455824,0,11088145772
bank_000264,2026-06-25,ACH C- RAZORPAY SOFTW UTIBN00000000152,87040588,0,11175186360
bank_000265,2026-06-25,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLE,20700983,0,11195887343
bank_000266,2026-06-25,GATEWAY PAYOUT RAZORPAY,40946107,0,11236833450
bank_000267,2026-06-25,SALARY PAYOUT BATCH,0,1127209,11235706241
