txn_id,value_date,narration,credit_paise,debit_paise,balance_paise
bank_000027,2026-04-08,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000115,82958995,0,1640040687
bank_000028,2026-04-08,TRF FROM RAZORPAY REF KKBKN00000000140,55846252,0,1695886939
bank_000029,2026-04-08,RAZORPAY SETTLEMENT CREDIT,68168578,0,1764055517
bank_000030,2026-04-09,NEFT-SBINN00000000060-RAZORPAY SOFTWARE PVT LTD,48520506,0,1812576023
bank_000031,2026-04-10,REV-NEFT SBINN00000000060,0,48520506,1764055517
bank_000032,2026-04-10,NEFT-SBINN00000000060-RAZORPAY SOFTWARE PVT LTD-REPOST,48520506,0,1812576023
bank_000033,2026-04-10,NEFT CR-SBIN0001234-MAPLE LEAF STATIONERS-DIRECT PAYMENT,15397390,0,1827973413
bank_000034,2026-04-10,UPI-RAZORPAY-UTIBN00000000173,34907663,0,1862881076
bank_000035,2026-04-10,BY TRANSFER-RAZORPAY SOFTW,95460283,0,1958341359
bank_000036,2026-04-10,MB:HDFCN00000000251 RZPY SETTLEMENT,15502746,0,1973844105
bank_000037,2026-04-10,UPI-RAZORPAY-ICICN00000000254,37683986,0,2011528091
bank_000038,2026-04-11,IMPS/UTIBN00000000076/RAZORPAYSOFT,68294503,0,2079822594
bank_000039,2026-04-11,MERCHANT SETTLEMENT CR,58963686,0,2138786280
bank_000040,2026-04-11,BANK CHARGES GST,0,502880,2138283400
bank_000041,2026-04-12,CMS/ICICN00000000012,29574365,0,2167857765
bank_000042,2026-04-13,CMS/UTIBN00000000128,48712643,0,2216570408
bank_000043,2026-04-13,MB:SBINN00000000165 RZPY SETTLEMENT,22470258,0,2239040666
bank_000044,2026-04-14,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT UTIBN00000000038,56853143,0,2295893809
bank_000045,2026-04-14,TRF FROM RAZORPAY REF ICICN00000000125,48794061,0,2344687870
bank_000046,2026-04-14,NEFT CR-SBINN00000000197-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,47829435,0,2392517305
bank_000047,2026-04-15,NEFT-UTIBN00000000048-RAZORPAY SOFTWARE PVT LTD,27386542,0,2419903847
bank_000048,2026-04-15,RTGS SBINN00000000127 RAZORPAY,40707623,0,2460611470
bank_000049,2026-04-15,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR HDFCN00000000160,28852522,0,2489463992
bank_000050,2026-04-15,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT UTIBN00000000238,4093815,0,2493557807
bank_000051,2026-04-16,UPI-RAZORPAY-UTIBN00000000074,29998829,0,2523556636
bank_000052,2026-04-16,CMS/SBINN00000000175,13629354,0,2537185990
bank_000053,2026-04-17,TRF FROM RAZORPAY REF ICICN00000000163,15487176,0,2552673166
bank_000054,2026-04-17,TRF FROM RAZORPAY REF HDFCN00000000193,29392402,0,2582065568
bank_000055,2026-04-17,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT HDFCN00000000221,58847616,0,2640913184
bank_000056,2026-04-18,BY TRANSFER-NEFT*KKBKN00000000042*RAZORPAY,80217179,0,2721130363
bank_000057,2026-04-18,NEFT CR-HDFCN00000000080-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,91786359,0,2812916722
bank_000058,2026-04-18,TRF FROM RAZORPAY REF ICICN00000000195,46720120,0,2859636842
bank_000059,2026-04-18,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR,81313812,0,2940950654
bank_000060,2026-04-18,MB:HDFCN00000000255 RZPY SETTLEMENT,54966752,0,2995917406
bank_000061,2026-04-19,IMPS/SBINN00000000157/RAZORPAYSOFT,11875234,0,3007792640
bank_000062,2026-04-19,NEFT CR-SBINN00000000177-RAZORPAY SOFT,84768460,0,3092561100
bank_000063,2026-04-19,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF SBINN00000000225,79464567,0,3172025667
bank_000064,2026-04-20,MERCHANT SETTLEMENT CR,27785079,0,3199810746
bank_000065,2026-04-21,BY TRANSFER FROM RAZORPAY SOFTWARE PVT L,89833534,0,3289644280
bank_000066,2026-04-22,RAZORPAY SETTLEMENT CREDIT,16380723,0,3306025003
bank_000067,2026-04-22,GATEWAY PAYOUT RAZORPAY,16380723,0,3322405726
bank_000068,2026-04-22,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT ICICN00000000081,12836431,0,3335242157
bank_000069,2026-04-22,MB:KKBKN00000000182 RZPY SETTLEMENT,12617511,0,3347859668
bank_000070,2026-04-22,CMS/ICICN00000000228,23245441,0,3371105109
bank_000071,2026-04-23,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR ICICN00000000014,96248506,0,3467353615
bank_000072,2026-04-23,CMS/SBINN00000000030,71523365,0,3538876980
bank_000073,2026-04-23,NEFT CR-ICICN00000000033-RAZORPAY SOFT,62216205,0,3601093185
bank_000074,2026-04-23,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000072,37682449,0,3638775634
bank_000075,2026-04-23,CMS/KKBKN00000000100,1629123,0,3640404757
bank_000076,2026-04-23,UPI-RAZORPAY-HDFCN00000000158,68299906,0,3708704663
bank_000077,2026-04-24,REV-NEFT ICICN00000000033,0,62216205,3646488458
bank_000078,2026-04-24,NEFT CR-SBINN00000000045-RAZORPAY SOFTWARE,29679267,0,3676167725
bank_000079,2026-04-24,BY CASH DEPOSIT PINNACLE INTERIORS,4026614,0,3680194339
bank_000080,2026-04-24,SALARY PAYOUT BATCH,0,445557,3679748782
bank_000081,2026-04-25,NEFT-ICICN00000000033-RAZORPAY SOFTWARE PVT LTD-REPOST,62216205,0,3741964987
bank_000082,2026-04-25,BY TRANSFER-NEFT*UTIBN00000000047*RAZORPAY,151163804,0,3893128791
bank_000083,2026-04-25,CMS/KKBKN00000000117,93808305,0,3986937096
bank_000084,2026-04-25,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT ICICN00000000135,10365899,0,3997302995
bank_000085,2026-04-25,NEFT CR-RAZORPAY SOFTWARE PVT LTD,27708627,0,4025011622
bank_000086,2026-04-26,UPI-RAZORPAY-HDFCN00000000102,30413821,0,4055425443
bank_000087,2026-04-26,GATEWAY PAYOUT RAZORPAY,19909556,0,4075334999
bank_000088,2026-04-27,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF HDFCN00000000143,18846881,0,4094181880
bank_000089,2026-04-29,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000073,76983457,0,4171165337
bank_000090,2026-04-29,BY TRANSFER-RAZORPAY SOFTW,20928919,0,4192094256
bank_000091,2026-04-29,NEFT CR-RAZORPAY SOFTWARE PVT LTD,20928919,0,4213023175
bank_000092,2026-04-29,MERCHANT SETTLEMENT CR,44554652,0,4257577827
bank_000093,2026-04-29,ACH C- RAZORPAY SOFTW SBINN00000000226,11987938,0,4269565765
bank_000094,2026-04-30,TRF FROM RAZORPAY REF KKBKN00000000166,49048880,0,4318614645
bank_000095,2026-04-30,RTGS KKBKN00000000220 RAZORPAY,36308756,0,4354923401
bank_000096,2026-04-30,UPI-RAZORPAY-HDFCN00000000231,57622809,0,4412546210
bank_000097,2026-05-01,NEFT CR-SBIN0001234-PRAKASH LIGHTING CO-DIRECT PAYMENT,13956332,0,4426502542
bank_000098,2026-05-01,NEFT CR-HDFCN00000000065-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,20963294,0,4447465836
bank_000099,2026-05-01,UPI-RAZORPAY-KKBKN00000000164,20254485,0,4467720321
bank_000100,2026-05-02,MB:ICICN00000000051 RZPY SETTLEMENT,37985257,0,4505705578
bank_000101,2026-05-02,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000176,15530472,0,4521236050
bank_000102,2026-05-02,RTGS ICICN00000000236 RAZORPAY,4255358,0,4525491408
bank_000103,2026-05-03,NEFT CR-ICICN00000000098-RAZORPAY SOFTWA,30128815,0,4555620223
bank_000104,2026-05-04,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF SBINN00000000083,36047296,0,4591667519
bank_000105,2026-05-05,MERCHANT SETTLEMENT CR,115862100,0,4707529619
bank_000106,2026-05-05,NEFT-ICICN00000000129-RAZORPAY SOFTWARE PVT LTD,52010951,0,4759540570
bank_000107,2026-05-05,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR UTIBN00000000174,68028763,0,4827569333
bank_000108,2026-05-05,UPI-RAZORPAY-HDFCN00000000194,20574893,0,4848144226
bank_000109,2026-05-05,UPI-RAZORPAY-KKBKN00000000247,13383335,0,4861527561
bank_000110,2026-05-05,SALARY PAYOUT BATCH,0,10364128,4851163433
bank_000111,2026-05-06,RTGS CR AAKASH SPORTS GOODS INV SETTLEMENT,17803534,0,4868966967
bank_000112,2026-05-06,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR HDFCN00000000253,53258041,0,4922225008
bank_000113,2026-05-07,BY TRANSFER-NEFT*ICICN00000000016*RAZORPAY,93920122,0,5016145130
bank_000114,2026-05-07,MB:SBINN00000000123 RZPY SETTLEMENT,76807530,0,5092952660
bank_000115,2026-05-07,RTGS KKBKN00000000246 RAZORPAY,42277305,0,5135229965
bank_000116,2026-05-07,UPI-RAZORPAY-ICICN00000000250,32613791,0,5167843756
bank_000117,2026-05-08,RTGS UTIBN00000000039 RAZORPAY,28071265,0,5195915021
bank_000118,2026-05-08,RTGS CR SILVERLINE COSMETICS INV SETTLEMENT,11683329,0,5207598350
bank_000119,2026-05-08,IMPS/P2A/ZENITH OFFICE SUPPLIES,15317204,0,5222915554
bank_000120,2026-05-08,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR SBINN00000000202,47510847,0,5270426401
bank_000121,2026-05-08,REV-NEFT KKBKN00000000246,0,42277305,5228149096
bank_000122,2026-05-09,ACH C- RAZORPAY SOFTW KKBKN00000000049,38776895,0,5266925991
bank_000123,2026-05-09,BY TRANSFER-NEFT*UTIBN00000000082*RAZORPAY,40215670,0,5307141661
bank_000124,2026-05-09,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR,12449891,0,5319591552
bank_000125,2026-05-09,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMEN,53227540,0,5372819092
bank_000126,2026-05-09,NEFT CR-KKBKN00000000246-RAZORPAY SOFTWARE PRIVATE LIMITED,42277305,0,5415096397
bank_000127,2026-05-10,NEFT-KKBKN00000000041-RAZORPAY SOFTWARE PVT LTD,80625685,0,5495722082
bank_000128,2026-05-10,ACH C- RAZORPAY SOFTW KKBKN00000000249,8851009,0,5504573091
bank_000129,2026-05-11,TRF FROM RAZORPAY REF KKBKN00000000052,23139040,0,5527712131
bank_000130,2026-05-11,NEFT-TRIDENT PAPER MILLS-INVOICE PAYMENT,11107585,0,5538819716
bank_000131,2026-05-11,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR UTIBN00000000069,102052302,0,5640872018
bank_000132,2026-05-11,NEFT CR-KKBKN00000000079-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,60633994,0,5701506012
bank_000133,2026-05-11,NEFT-KKBKN00000000233-RAZORPAY SOFTWARE P,23773464,0,5725279476
bank_000134,2026-05-11,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD ,10082138,0,5735361614
bank_000135,2026-05-12,IMPS/UTIBN00000000009/RAZORPAYSOFT,52916126,0,5788277740
bank_000136,2026-05-12,IMPS/P2A/BHARAT TYRE TRADERS,12032082,0,5800309822
bank_000137,2026-05-12,REVERSAL RAZORPAY SETTLEMENT KKBKN00000000079,0,60633994,5739675828
bank_000138,2026-05-12,UPI-RAZORPAY-UTIBN00000000085,46625415,0,5786301243
bank_000139,2026-05-12,CMS/UTIBN00000000180,33227989,0,5819529232
bank_000140,2026-05-12,NEFT CR-RAZORPAY SOFTWARE PVT LTD,20539223,0,5840068455
bank_000141,2026-05-12,REVERSAL RAZORPAY SETTLEMENT KKBKN00000000233,0,23773464,5816294991
bank_000142,2026-05-13,RAZORPAY SETTLEMENT CREDIT,41519646,0,5857814637
bank_000143,2026-05-13,NEFT-KKBKN00000000079-RAZORPAY SOFTWARE PVT LTD-REPOST,60633994,0,5918448631
bank_000144,2026-05-13,MB:UTIBN00000000090 RZPY SETTLEMENT,73739036,0,5992187667
bank_000145,2026-05-13,MERCHANT SETTLEMENT CR,58415959,0,6050603626
bank_000146,2026-05-13,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF UTIBN00000000153,19076255,0,6069679881
bank_000147,2026-05-13,NEFT CR-KKBKN00000000162-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,56515480,0,6126195361
bank_000148,2026-05-13,REPRESENTED NEFT KKBKN00000000233 RAZORPAY,23773464,0,6149968825
bank_000149,2026-05-14,TRF FROM RAZORPAY REF UTIBN00000000053,36630932,0,6186599757
bank_000150,2026-05-14,RETURN OF NEFT KKBKN00000000162,0,56515480,6130084277
bank_000151,2026-05-14,NEFT-KKBKN00000000162-RAZORPAY SOFTWARE PVT LTD-REPOST,56515480,0,6186599757
bank_000152,2026-05-14,UPI-RAZORPAY-HDFCN00000000241,19896103,0,6206495860
bank_000153,2026-05-15,RAZORPAY SETTLEMENT CREDIT,2855044,0,6209350904
bank_000154,2026-05-15,BY TRANSFER-RAZORPAY SOFTW,2855044,0,6212205948
bank_000155,2026-05-15,UPI-RAZORPAY-ICICN00000000114,98157178,0,6310363126
bank_000156,2026-05-16,CMS/UTIBN00000000017,71295101,0,6381658227
bank_000157,2026-05-16,CMS/KKBKN00000000031,31860536,0,6413518763
bank_000158,2026-05-16,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD,13840560,0,6427359323
bank_000159,2026-05-17,TRF FROM RAZORPAY REF KKBKN00000000056,44349803,0,6471709126
bank_000160,2026-05-17,RTGS SBINN00000000222 RAZORPAY,4939649,0,6476648775
bank_000161,2026-05-19,MB:HDFCN00000000040 RZPY SETTLEMENT,37747010,0,6514395785
bank_000162,2026-05-19,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT HDFCN00000000054,133129046,0,6647524831
bank_000163,2026-05-19,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT SBINN00000000070,17045956,0,6664570787
bank_000164,2026-05-19,NEFT CR-RAZORPAY SOFTWARE PVT LTD,78009139,0,6742579926
bank_000165,2026-05-19,NEFT CR-SBIN0001234-RATNA JEWELLERS-DIRECT PAYMENT,9062195,0,6751642121
bank_000166,2026-05-20,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR HDFCN00000000086,14562011,0,6766204132
bank_000167,2026-05-20,MERCHANT SETTLEMENT CR,80657460,0,6846861592
bank_000168,2026-05-20,BY TRANSFER-RAZORPAY SOFTW,80657460,0,6927519052
bank_000169,2026-05-20,UPI-RAZORPAY-SBINN00000000170,50154426,0,6977673478
bank_000170,2026-05-20,MB:HDFCN00000000208 RZPY SETTLEMENT,86316732,0,7063990210
bank_000171,2026-05-21,RTGS CR SUNRISE ELECTRONICS INV SETTLEMENT,4888265,0,7068878475
bank_000172,2026-05-21,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD U,17435359,0,7086313834
bank_000173,2026-05-22,MB:KKBKN00000000019 RZPY SETTLEMENT,113592592,0,7199906426
bank_000174,2026-05-22,NEFT CR-RAZORPAY SOFTWARE PVT LTD,46671672,0,7246578098
bank_000175,2026-05-22,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF ICICN00000000229,56706538,0,7303284636
bank_000176,2026-05-23,RAZORPAY SETTLEMENT CREDIT,82777897,0,7386062533
bank_000177,2026-05-23,MERCHANT SETTLEMENT CR,82777897,0,7468840430
bank_000178,2026-05-23,ACH C- RAZORPAY SOFTW KKBKN00000000148,11633510,0,7480473940
bank_000179,2026-05-23,IMPS/HDFCN00000000200/RAZORPAYSOFT,39487487,0,7519961427
bank_000180,2026-05-23,MB:SBINN00000000216 RZPY SETTLEMENT,19934423,0,7539895850
bank_000181,2026-05-24,TRF FROM RAZORPAY REF ICICN00000000109,7923228,0,7547819078
bank_000182,2026-05-24,TRF FROM RAZORPAY REF KKBKN00000000198,22320273,0,7570139351
bank_000183,2026-05-25,NEFT CR-ICICN00000000179-RAZORPAY SO,19166750,0,7589306101
bank_000184,2026-05-25,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT ICICN00000000192,45428279,0,7634734380
bank_000185,2026-05-25,IMPS/ICICN00000000209/RAZORPAYSOFT,22953227,0,7657687607
bank_000186,2026-05-26,RAZORPAY SETTLEMENT CREDIT,39775573,0,7697463180
bank_000187,2026-05-26,GATEWAY PAYOUT RAZORPAY,39775573,0,7737238753
bank_000188,2026-05-26,RTGS CR MAHALAXMI PROVISIONS INV SETTLEMENT,13529483,0,7750768236
bank_000189,2026-05-26,UPI-RAZORPAY-UTIBN00000000146,56224110,0,7806992346
bank_000190,2026-05-26,BY TRANSFER-NEFT*ICICN00000000181*RAZORPAY,23405327,0,7830397673
bank_000191,2026-05-26,MB:UTIBN00000000243 RZPY SETTLEMENT,56175678,0,7886573351
bank_000192,2026-05-27,NEFT CR-ICICN00000000169-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,26163709,0,7912737060
bank_000193,2026-05-27,NEFT CR-KKBKN00000000172-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,71096658,0,7983833718
bank_000194,2026-05-28,RTGS ICICN00000000121 RAZORPAY,89667481,0,8073501199
bank_000195,2026-05-28,NEFT-ICICN00000000161-RAZORPAY SOFTWARE PVT ,4120138,0,8077621337
bank_000196,2026-05-29,UPI-RAZORPAY-HDFCN00000000044,86361165,0,8163982502
bank_000197,2026-05-29,RTGS UTIBN00000000136 RAZORPAY,70436909,0,8234419411
bank_000198,2026-05-30,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT,974561,0,8235393972
bank_000199,2026-05-30,RENT DEBIT STANDING INSTRUCTION,0,13555803,8221838169
bank_000200,2026-05-30,NEFT DR-VENDOR PAYMENT-VISHAL AUTO COMPONENTS,0,9031061,8212807108
bank_000201,2026-05-31,TRF FROM RAZORPAY REF SBINN00000000078,6748269,0,8219555377
bank_000202,2026-05-31,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT KKBKN00000000152,28104174,0,8247659551
bank_000203,2026-05-31,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT SBINN00000000188,29661480,0,8277321031
bank_000204,2026-05-31,MB:SBINN00000000204 RZPY SETTLEMENT,49731070,0,8327052101
bank_000205,2026-05-31,ACH C- RAZORPAY SOFTW UTIBN00000000235,73562264,0,8400614365
bank_000206,2026-06-01,GATEWAY PAYOUT RAZORPAY,75848048,0,8476462413
bank_000207,2026-06-01,MERCHANT SETTLEMENT CR,75848048,0,8552310461
bank_000208,2026-06-02,RAZORPAY SOFTWARE PRIVATE LIMITED SETTLEMENT REF KKBKN00000000113,35986469,0,8588296930
bank_000209,2026-06-02,TRF FROM RAZORPAY REF ICICN00000000141,29413884,0,8617710814
bank_000210,2026-06-02,MB:HDFCN00000000239 RZPY SETTLEMENT,68893580,0,8686604394
bank_000211,2026-06-03,NEFT CR-HDFC0001234-MAPLE LEAF STATIONERS-DIRECT PAYMENT,14266925,0,8700871319
bank_000212,2026-06-03,RTGS CR VERTEX LAB EQUIPMENT INV SETTLEMENT,9393487,0,8710264806
bank_000213,2026-06-04,BY TRANSFER-RAZORPAY SOFTW,88489810,0,8798754616
bank_000214,2026-06-04,MERCHANT SETTLEMENT CR,88489810,0,8887244426
bank_000215,2026-06-04,NEFT CR-HDFCN00000000145-RAZORPAY SOFTWARE,21043090,0,8908287516
bank_000216,2026-06-04,RAZORPAY SETTLEMENT CREDIT,87483045,0,8995770561
bank_000217,2026-06-05,MB:SBINN00000000023 RZPY SETTLEMENT,27813149,0,9023583710
bank_000218,2026-06-05,MB:KKBKN00000000059 RZPY SETTLEMENT,33515808,0,9057099518
bank_000219,2026-06-05,REVERSAL RAZORPAY SETTLEMENT HDFCN00000000145,0,21043090,9036056428
bank_000220,2026-06-05,BY CASH DEPOSIT BLUEWAVE LOGISTICS LLP,6958599,0,9043015027
bank_000221,2026-06-05,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UT,40696653,0,9083711680
bank_000222,2026-06-05,SALARY PAYOUT BATCH,0,16170402,9067541278
bank_000223,2026-06-06,TRF FROM RAZORPAY REF HDFCN00000000020,97046658,0,9164587936
bank_000224,2026-06-06,CMS/SBINN00000000122,41117811,0,9205705747
bank_000225,2026-06-06,NEFT-HDFCN00000000145-RAZORPAY SOFTWARE PVT LTD-REPOST,21043090,0,9226748837
bank_000226,2026-06-07,RTGS ICICN00000000058 RAZORPAY,45292176,0,9272041013
bank_000227,2026-06-08,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR,34390725,0,9306431738
bank_000228,2026-06-08,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR KKBKN00000000151,76442342,0,9382874080
bank_000229,2026-06-08,IMPS/P2A/KONARK CERAMICS,16541319,0,9399415399
bank_000230,2026-06-09,TRF FROM RAZORPAY REF UTIBN000000000,52694435,0,9452109834
bank_000231,2026-06-10,IMPS/HDFCN00000000103/RAZORPAYSOFT,116013028,0,9568122862
bank_000232,2026-06-10,CMS/KKBKN00000000183,89471694,0,9657594556
bank_000233,2026-06-10,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD UTR SBINN00000000244,53145116,0,9710739672
bank_000234,2026-06-10,BY TRANSFER-NEFT*KKBKN00000000248*RAZORPAY,22836820,0,9733576492
bank_000235,2026-06-11,CMS/SBINN00000000029,52956962,0,9786533454
bank_000236,2026-06-11,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT KKBKN00000000106,23193417,0,9809726871
bank_000237,2026-06-11,CMS/SBINN00000000124,37767046,0,9847493917
bank_000238,2026-06-11,NEFT CR-RAZORPAY SOFTWARE PVT LTD,9965701,0,9857459618
bank_000239,2026-06-11,NEFT CR-ICICN00000000245-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,54906532,0,9912366150
bank_000240,2026-06-12,NEFT-SAGAR CHEMICALS-INVOICE PAYMENT,11867980,0,9924234130
bank_000241,2026-06-13,MERCHANT SETTLEMENT CR,11207506,0,9935441636
bank_000242,2026-06-13,NEFT-SBINN00000000101-RAZORPAY SOFTWARE PVT LTD,29829496,0,9965271132
bank_000243,2026-06-13,MERCHANT PAYOUT RAZORPAY SOFTWARE PVT LTD ,59431161,0,10024702293
bank_000244,2026-06-13,NEFT CR-SBINN00000000219-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,59652282,0,10084354575
bank_000245,2026-06-14,NEFT CR-UTIBN00000000004-RAZORPAY SOFTWARE PRIVATE LIMITED-SETTLEMENT,41390195,0,10125744770
bank_000246,2026-06-14,ACH C- RAZORPAY SOFTW SBINN00000000021,14038720,0,10139783490
bank_000247,2026-06-14,UPI-RAZORPAY-SBINN00000000171,58243325,0,10198026815
bank_000248,2026-06-15,BY TRANSFER-RAZORPAY SOFTW,36909018,0,10234935833
bank_000249,2026-06-16,UPI-RAZORPAY-HDFCN00000000011,49089143,0,10284024976
bank_000250,2026-06-16,UPI-RAZORPAY-ICICN00000000071,63436159,0,10347461135
bank_000251,2026-06-16,IMPS/HDFCN00000000159/RAZORPAYSOFT,79563045,0,10427024180
bank_000252,2026-06-16,RTGS ICICN00000000178 RAZORPAY,50012618,0,10477036798
bank_000253,2026-06-16,BY TRANSFER FROM RAZORPAY SOFTWARE PVT LTD NEFT HDFCN00000000203,3916745,0,10480953543
bank_000254,2026-06-16,NEFT DR-VENDOR PAYMENT-SUNRISE ELECTRONICS,0,1517672,10479435871
bank_000255,2026-06-17,IMPS/SBINN00000000028/RAZORPAYSOFT,41454913,0,10520890784
bank_000256,2026-06-17,CMS/HDFCN00000000068,64936011,0,10585826795
bank_000257,2026-06-17,RETURN OF NEFT ICICN00000000071,0,63436159,10522390636
bank_000258,2026-06-17,MB:SBINN00000000099 RZPY SETTLEMENT,2794621,0,10525185257
bank_000259,2026-06-17,BY TRANSFER-RAZORPAY SOFTW,111325984,0,10636511241
bank_000260,2026-06-17,BANK CHARGES GST,0,11404481,10625106760
bank_000261,2026-06-18,NEFT-ICICN00000000071-RAZORPAY SOFTWARE PVT LTD-REPOST,63436159,0,10688542919
bank_000262,2026-06-18,RTGS UTIBN00000000215 RAZORPAY,72781369,0,10761324288
bank_000263,2026-06-18,RENT DEBIT STANDING INSTRUCTION,0,12934584,10748389704
